id,title,original_title,overview,genres,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,keywords,cast,crew,combined_features
3077,Son of Frankenstein,Son of Frankenstein,"Wolf Frankenstein, son of Henry Frankenstein, returns with his wife, to his fathers estate to claim his inheritance. When he arrives with his family he recieves a hostile reception from locals. While exploring his fathers laboratory he comes across crooked blacksmith - Ygor, who asks him to revive his father's creation - the MONSTER who is lying in a coma. Wolf tries to revive the monster and believes he fails but then some of the locals are found murdered soon after who just happened to be part of the jury that sent Ygor to the gallows. The villagers immediately connect the killings to Frankenstein and send the inspector to investigate. He discovers the monster is alive and is being used as tool by Ygor. Wolf then in fit of madness shoots Ygor. The then enraged monster losing his only friend kidnaps Wolf's son. In the end Wolf tracks the monster to the lab where he swings down on a chain knocking the monster into a sulpher pit and thus his demise.",Unknown,1939-01-13,7.0,42.0,3.563588,99.0,0,0.0,,,,son of frankenstein wolf frankenstein  son of henry frankenstein  returns with his wife  to his fathers estate to claim his inheritance  when he arrives with his family he recieves a hostile reception from locals  while exploring his fathers laboratory he comes across crooked blacksmith   ygor  who asks him to revive his father s creation   the monster who is lying in a coma  wolf tries to revive the monster and believes he fails but then some of the locals are found murdered soon after who just happened to be part of the jury that sent ygor to the gallows  the villagers immediately connect the killings to frankenstein and send the inspector to investigate  he discovers the monster is alive and is being used as tool by ygor  wolf then in fit of madness shoots ygor  the then enraged monster losing his only friend kidnaps wolf s son  in the end wolf tracks the monster to the lab where he swings down on a chain knocking the monster into a sulpher pit and thus his demise  unknown
3074,The Ghost of Frankenstein,The Ghost of Frankenstein,"Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.",Unknown,1942-03-13,6.4,26.0,4.021579,67.0,0,0.0,,,,the ghost of frankenstein ygor discovers frankenstein s creation is still alive and brings him to the doctor s son  ludwig  for help  obsessed with restoring the monster to his full potential  ludwig is unaware that someone has more devious plans for the creature  unknown
3076,Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,"Graverobbers open the grave of the Wolfman and awake him. He doesn't like the idea of being immortal and killing people when the moon is full, so he tries to find Dr. Frankenstein, in the hopes that the Dr. can cure him, but Frankenstein is dead and only his Monster is alive and this one wants to live, not to die like the Wolfman.",Unknown,1943-03-05,6.5,42.0,5.841791,74.0,0,0.0,,,,frankenstein meets the wolf man graverobbers open the grave of the wolfman and awake him  he doesn t like the idea of being immortal and killing people when the moon is full  so he tries to find dr  frankenstein  in the hopes that the dr  can cure him  but frankenstein is dead and only his monster is alive and this one wants to live  not to die like the wolfman  unknown
3079,The Curse of Frankenstein,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,Unknown,1957-05-02,6.8,61.0,4.307941,82.0,0,0.0,,,,the curse of frankenstein baron victor frankenstein has discovered life s secret and unleashed a blood curdling chain of events resulting from his creation  a cursed creature with a horrid face   and a tendency to kill  unknown
43391,The Flying Saucer,The Flying Saucer,"The CIA sends playboy Mike Trent to Alaska with agent Vee Langley, posing as his ""nurse,"" to investigate flying saucer sightings. At first, installed in a hunting lodge, the two play in the wilderness. But then they sight a saucer. Investigating, our heroes clash with an inept gang of Soviet spies, also after the saucer secret.",Unknown,1950-01-04,2.7,7.0,0.432126,69.0,0,0.0,,,,the flying saucer the cia sends playboy mike trent to alaska with agent vee langley  posing as his  nurse   to investigate flying saucer sightings  at first  installed in a hunting lodge  the two play in the wilderness  but then they sight a saucer  investigating  our heroes clash with an inept gang of soviet spies  also after the saucer secret  unknown
8974,The War of the Worlds,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, but their joy is short-lived when they discover it has passengers who are not very friendly.",Unknown,1953-08-13,6.8,172.0,5.609399,85.0,2000000,2000000.0,,,,the war of the worlds the residents of a small town are excited when a flaming meteor lands in the hills  but their joy is short lived when they discover it has passengers who are not very friendly  unknown
509,Notting Hill,Notting Hill,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,Unknown,1999-05-13,7.0,1309.0,9.874043,124.0,42000000,363889678.0,,,,notting hill the british comedy from director roger michell tells the love story between a famous actress and a simple book seller from london  a look into the attempt for famous people to have a personal and private life and the ramifications that follow  nominated for three golden globes in 2000  unknown
1090,The Thirteenth Floor,The Thirteenth Floor,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",Unknown,1999-04-16,6.8,381.0,9.356587,100.0,16000000,18564088.0,,,,the thirteenth floor computer scientist hannon fuller has discovered something extremely important  he s about to tell the discovery to his colleague  douglas hall  but knowing someone is after him  the old man leaves a letter in his computer generated parallel world that s just like the 30 s with seemingly real people with real emotions  unknown
2275,The General's Daughter,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",Unknown,1999-06-18,6.1,209.0,14.039655,116.0,60000000,149705852.0,,,,the general s daughter when the body of army capt  elizabeth campbell is found on a georgia military base  two investigators  warrant officers paul brenner and sara sunhill  are ordered to solve her murder  what they uncover is anything but clear cut  unseemly details emerge about campbell s life  leading to allegations of a possible military coverup of her death and the involvement of her father  lt  gen  joseph campbell  unknown
104,Run Lola Run,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",Unknown,1998-08-20,7.2,672.0,7.765379,81.0,1530000,7267585.0,,,,run lola run lola receives a phone call from her boyfriend manni  he lost 100 000 dm in a subway train that belongs to a very bad guy  she has 20 minutes to raise this amount and meet manni  otherwise  he will rob a store to get the money  three different alternatives may happen depending on some minor event along lola s run  unknown
8487,Wild Wild West,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,Unknown,1999-06-29,5.1,1042.0,9.887602,106.0,170000000,222104681.0,,,,wild wild west legless southern inventor dr  arliss loveless plans to rekindle the civil war by assassinating president u s  grant  only two men can stop him  gunfighter james west and master of disguise and inventor artemus gordon  the two must team up to thwart loveless  plans  unknown
2767,Les Amants du Pont-Neuf,Les Amants du Pont-Neuf,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",Unknown,1991-10-16,7.5,45.0,3.62449,125.0,28000000,0.0,,,,les amants du pont neuf set against paris  oldest bridge  the pont neuf  while it was closed for repairs  this film is a love story between two young vagrants  alex  a would be circus performer addicted to alcohol and sedatives and michele  a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind  unknown
2105,American Pie,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",Unknown,1999-07-09,6.4,2358.0,18.344227,95.0,11000000,235483004.0,,,,american pie at a high school party  four friends find that losing their collective virginity isn t as easy as they had thought  but they still believe that they need to do so before college  to motivate themselves  they enter a pact to all  score   by their senior prom  unknown
1073,Arlington Road,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,Unknown,1999-03-19,7.0,246.0,8.605659,117.0,21500000,0.0,,,,arlington road threats from sinister foreign nationals aren t the only thing to fear  bedraggled college professor michael faraday has been vexed  and increasingly paranoid  since his wife s accidental death in a botched fbi operation  but all that takes a backseat when a seemingly all american couple set up house next door  unknown
345,Eyes Wide Shut,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",Unknown,1999-07-14,7.1,1266.0,13.268484,159.0,65000000,162091208.0,,,,eyes wide shut after dr  bill hartford s wife  alice  admits to having sexual fantasies about a man she met  bill becomes obsessed with having a sexual encounter  he discovers an underground sexual group and attends one of their meetings    and quickly discovers that he is in over his head  unknown
620,Ghostbusters,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",Unknown,1984-06-07,7.3,2431.0,22.089729,107.0,30000000,295212467.0,,,,ghostbusters after losing their academic posts at a prestigious university  a team of parapsychologists goes into business as proton pack toting  ghostbusters  who exterminate ghouls  hobgoblins and supernatural pests of all stripes  an ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator  unknown
2978,Ghostbusters II,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",Unknown,1989-06-15,6.3,1131.0,16.414239,108.0,37000000,215394738.0,,,,ghostbusters ii five years after they defeated gozer  the ghostbusters are out of business  when dana begins to have ghost problems again  the boys come out of retirement to aid her and hopefully save new york city from a new paranormal threat  unknown
332,Inspector Gadget,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",Unknown,1999-07-23,4.3,322.0,11.677244,78.0,75000000,0.0,,,,inspector gadget john brown is a bumbling but well intentioned security guard who is badly injured in an explosion planned by an evil mastermind  he is taken to a laboratory  where brenda  a leading robotics surgeon  replaces his damaged limbs with state of the art gadgets and tools  named  inspector gadget  by the press  john    along with his niece  penny  and her trusty dog  brain    uses his new powers to discover who was behind the explosion  unknown
1812,Trick,Trick,"The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan. Gabriel, an aspiring writer of Broadway musicals, meets Mark, a muscled stripper, who picks him up on the subway. They spend the night trying to find somewhere to be alone... forced to contend with Gabriel's selfish roommate, his irritating best friend, and a vicious, jealous drag queen in a gay dance club. The sun rises on a promising new relationship. Trick is a 1999 American independent gay-themed romantic comedy directed by Jim Fall. Trick appeared at the Sundance and Berlin film festivals in 1999. Filming was completed in less than three weeks in August 1998.",Unknown,1999-07-23,6.7,24.0,2.493289,89.0,450000,2049595.0,,,,trick the misadventures of two young gay men  trying to find a place to be alone  one night in manhattan  gabriel  an aspiring writer of broadway musicals  meets mark  a muscled stripper  who picks him up on the subway  they spend the night trying to find somewhere to be alone    forced to contend with gabriel s selfish roommate  his irritating best friend  and a vicious  jealous drag queen in a gay dance club  the sun rises on a promising new relationship  trick is a 1999 american independent gay themed romantic comedy directed by jim fall  trick appeared at the sundance and berlin film festivals in 1999  filming was completed in less than three weeks in august 1998  unknown
8914,Deep Blue Sea,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",Unknown,1999-07-28,5.6,616.0,7.493615,105.0,60000000,73648228.0,,,,deep blue sea on a remote former submarine refueling facility called aquatica  a team of scientists are searching for a cure for alzheimer s disease  dr  susan mcalester genetically engineers three mako sharks  intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimer s  unfortunately  the increased brain capacity also makes the sharks smarter  faster  and more dangerous  aquatica s financial backers are skeptical and nervous about the tests  and send a corporate executive to visit the facility  unknown
4806,Runaway Bride,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",Unknown,1999-07-30,5.8,472.0,8.919469,116.0,70000000,309457509.0,,,,runaway bride ike graham  new york columnist  writes his text always at the last minute  this time  a drunken man in his favourite bar tells ike about maggie carpenter  a woman who always flees from her grooms in the last possible moment  ike  who does not have the best opinion about females anyway  writes an offensive column without researching the subject thoroughly  unknown
247,The Killing,The Killing,The Killing was Stanley Kubrick’s first film with a professional cast and the first time he achieved public recognition as the unconventional director he’s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950’s.,Unknown,1956-05-08,7.7,290.0,10.223264,85.0,320000,0.0,,,,the killing the killing was stanley kubrick s first film with a professional cast and the first time he achieved public recognition as the unconventional director he s now known for  the story is of ex prisoners who plan to set up a racetrack so they can live a life without monetary worries  one of the more exceptional films of the 1950 s  unknown
802,Lolita,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",Unknown,1962-06-13,7.3,409.0,9.551293,153.0,2000000,9250000.0,,,,lolita humbert humbert is a middle aged british novelist who is both appalled by and attracted to the vulgarity of american culture  when he comes to stay at the boarding house run by charlotte haze  he soon becomes obsessed with lolita  the woman s teenaged daughter  unknown
3175,Barry Lyndon,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",Unknown,1975-12-18,7.7,521.0,14.003467,184.0,11000000,20000000.0,,,,barry lyndon in the eighteenth century  in a small village in ireland  redmond barry is a young farm boy in love with his cousin nora brady  when nora engages to the british captain john quin  barry challenges him for a duel of pistols  he wins and escapes to dublin  but is robbed on the road  without any other alternative  barry joins the british army to fight in the seven years war  unknown
147,The 400 Blows,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",Unknown,1959-05-04,8.0,363.0,7.268688,99.0,0,0.0,,,,the 400 blows for young parisian boy antoine doinel  life is one difficult situation after another  surrounded by inconsiderate adults  including his neglectful parents  antoine spends his days with his best friend  rene  trying to plan for a better life  when one of their schemes goes awry  antoine ends up in trouble with the law  leading to even more conflicts with unsympathetic authority figures  unknown
48660,The Kindred,The Kindred,"Amanda's deathbed request to her son, John, was for him to destroy all the lab notes etc. from her last experiment. She also blurts out he had a brother. At the funeral John meets Melissa, who claims to be his mothers biggest fan. Together with some of John's friends they go to Amanda's house, but none are prepared for what they find there.",Unknown,1987-01-09,5.9,7.0,0.710875,91.0,0,0.0,,,,the kindred amanda s deathbed request to her son  john  was for him to destroy all the lab notes etc  from her last experiment  she also blurts out he had a brother  at the funeral john meets melissa  who claims to be his mothers biggest fan  together with some of john s friends they go to amanda s house  but none are prepared for what they find there  unknown
3934,Ménage,Tenue de soirée,"Menage begins as a comedy of sorts, but be warned: it develops into a very dark, very confusing probe into the seamier aspects of Parisian life. Gerard Depardieu plays a crude but charismatic thief, whose own gayness does not prevent his commiserating with those of the opposite sex. Miou-Miou and Michel Blanc are young, impoverished lovers who fall under Depardieu's influence. He gains their confidence by introducing them to kinky sex, then sucks them into a vortex of crime. Director Bertrand Blier, who in most of his films has explored the awesome power (rather than pleasure) of sex, nearly outdoes himself in Menage (aka Tenue de Soiree).",Unknown,1986-04-23,6.0,25.0,2.010505,84.0,0,0.0,,,,m nage menage begins as a comedy of sorts  but be warned  it develops into a very dark  very confusing probe into the seamier aspects of parisian life  gerard depardieu plays a crude but charismatic thief  whose own gayness does not prevent his commiserating with those of the opposite sex  miou miou and michel blanc are young  impoverished lovers who fall under depardieu s influence  he gains their confidence by introducing them to kinky sex  then sucks them into a vortex of crime  director bertrand blier  who in most of his films has explored the awesome power  rather than pleasure  of sex  nearly outdoes himself in menage  aka tenue de soiree   unknown
2115,Light of Day,Light of Day,"Fox and Jett play a brother and sister who are lead performers in a rock band, The Barbusters, in Cleveland, Ohio. The sister, Patti Rasnick, is an unmarried mother and has a troubled relationship with her own mother, who is deeply religious. Estranged from her parents and struggling to make ends meet, Patti decides to dive headlong into a carefree rock music lifestyle. The brother, Joe Rasnick, pulls away from rock music to provide some stability for his young nephew. It takes a family crisis to bring Patti back home and force her to face the prickly past with her mother.",Unknown,1987-02-06,5.4,10.0,1.745096,107.0,0,0.0,,,,light of day fox and jett play a brother and sister who are lead performers in a rock band  the barbusters  in cleveland  ohio  the sister  patti rasnick  is an unmarried mother and has a troubled relationship with her own mother  who is deeply religious  estranged from her parents and struggling to make ends meet  patti decides to dive headlong into a carefree rock music lifestyle  the brother  joe rasnick  pulls away from rock music to provide some stability for his young nephew  it takes a family crisis to bring patti back home and force her to face the prickly past with her mother  unknown
3526,Frances,Frances,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,Unknown,1982-12-03,7.1,24.0,2.077869,140.0,0,5000000.0,,,,frances the true story of frances farmer s meteoric rise to fame in hollywood and the tragic turn her life took when she was blacklisted  unknown
745,The Sixth Sense,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",Unknown,1999-08-06,7.7,3223.0,18.449169,107.0,40000000,672806292.0,,,,the sixth sense a psychological thriller about an eight year old boy named cole sear who believes he can see into the world of the dead  a child psychologist named malcolm crowe comes to cole to help him deal with his problem  learning that he really can see ghosts of dead people  unknown
913,The Thomas Crown Affair,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",Unknown,1999-08-06,6.7,349.0,10.961226,113.0,48000000,124305181.0,,,,the thomas crown affair a very rich and successful playboy amuses himself by stealing artwork  but may have met his match in a seductive detective  unknown
912,The Thomas Crown Affair,The Thomas Crown Affair,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",Unknown,1968-06-19,6.9,95.0,9.444818,102.0,4300000,0.0,,,,the thomas crown affair young businessman  thomas crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job  however  crown is soon betrayed yet cannot blow his cover because he s in love  unknown
813,Airplane!,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",Unknown,1980-07-02,7.1,1104.0,13.063203,88.0,3500000,83453539.0,,,,airplane  alcoholic pilot  ted striker has developed a fear of flying due to wartime trauma  but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend  food poisoning decimates the passengers and crew  leaving it up to striker to land the plane with the help of a glue sniffing air traffic controller and striker s vengeful former air force captain  who must both talk him down  unknown
2280,Big,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",Unknown,1988-06-03,6.9,1022.0,9.562292,104.0,18000000,151668774.0,,,,big a young boy  josh baskin makes a wish at a carnival machine to be big  he wakes up the following morning to find that it has been granted and his body has grown older overnight  but he is still the same 13 year old boy inside  now he must learn how to cope with the unfamiliar world of grown ups including getting a job and having his first romantic encounter with a woman  what will he find out about this strange world  unknown
850,A Christmas Story,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",Unknown,1983-11-18,7.4,352.0,7.337907,94.0,0,19294144.0,,,,a christmas story the comic mishaps and adventures of a young boy named ralph  trying to convince his parents  teachers  and santa that a red ryder b b  gun really is the perfect christmas gift for the 1940s  unknown
2038,Iron Eagle III,Iron Eagle III,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.",Unknown,1992-01-09,3.6,15.0,8.48487,98.0,0,0.0,,,,iron eagle iii chappy discovers a drug smuggling scheme at his own air base  it turns out that the lives of some village people in peru are at stake  and he decides to fly there with ancient airplanes and friends to free them  unknown
1911,The 13th Warrior,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",Unknown,1999-08-27,6.4,524.0,10.308026,102.0,160000000,61698899.0,,,,the 13th warrior in ad 922  arab courtier  ahmad ibn fadlan accompanies a party of vikings to the barbaric north to combat a terror that slaughters vikings and devours their flesh  unknown
2900,The Astronaut's Wife,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",Unknown,1999-08-26,5.5,263.0,14.705865,109.0,75000000,19598588.0,,,,the astronaut s wife when astronaut spencer armacost returns to earth after a mission that nearly cost him his life  he decides to take a desk job in order to see his beautiful wife  jillian  more often  gradually  jillian notices that spencer s personality seems to have changed  but her concerns fade when she discovers that she s pregnant  as jillian grows closer to becoming a mother  her suspicions about spencer return  why does it seem as if he s a different person  unknown
6373,The Very Thought of You,"Martha – Meet Frank, Daniel and Laurence","Laurence recounts to his neighbour how his life long friendship with Frank and Daniel has been overturned in just three days by their each independently meeting, and falling for, Martha, who has no idea of their connection. Slowly the tale unfolds, the narrative moving backwards and forwards gradually filling in the gaps until we see the whole picture",Unknown,1998-05-08,5.0,11.0,1.233052,88.0,0,0.0,,,,the very thought of you laurence recounts to his neighbour how his life long friendship with frank and daniel has been overturned in just three days by their each independently meeting  and falling for  martha  who has no idea of their connection  slowly the tale unfolds  the narrative moving backwards and forwards gradually filling in the gaps until we see the whole picture unknown
2162,Chill Factor,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,Unknown,1999-09-01,5.3,30.0,3.062626,101.0,70000000,11263966.0,,,,chill factor a store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice  this chemical will kill every living thing once it melts  they have to take the chemical codenamed  elvis  to the next nearest military base while being chased by terrorists who want it to hold the country for ransom  unknown
4338,I Woke Up Early The Day I Died,I Woke Up Early The Day I Died,"A mental patient escapes from the looney bin in drag, robs a bank, and goes on the lam!",Unknown,1998-09-13,4.7,3.0,0.563637,90.0,0,0.0,,,,i woke up early the day i died a mental patient escapes from the looney bin in drag  robs a bank  and goes on the lam  unknown
43832,Only Angels Have Wings,Only Angels Have Wings,"Geoff Carter (Cary Grant) is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator (Richard Barthelmess) who arrives with his wife (Rita Hayworth), Carter's ex-lover. Meanwhile, traveler Bonnie Lee (Jean Arthur) tries to get close to the emotionally closed-off Carter. The film received two Academy Award nominations.",Unknown,1939-05-15,7.0,47.0,2.611512,121.0,0,0.0,,,,only angels have wings geoff carter  cary grant  is the head of a crumbling air freight service in desperate need of a replacement pilot  he is forced to hire a descredited aviator  richard barthelmess  who arrives with his wife  rita hayworth   carter s ex lover  meanwhile  traveler bonnie lee  jean arthur  tries to get close to the emotionally closed off carter  the film received two academy award nominations  unknown
14,American Beauty,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",Unknown,1999-09-15,7.9,3438.0,20.726578,122.0,15000000,356296601.0,,,,american beauty lester burnham  a depressed suburban father in a mid life crisis  decides to turn his hectic life around after developing an infatuation with his daughter s attractive friend  unknown
704,A Hard Day's Night,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",Unknown,1964-07-06,7.3,172.0,5.719266,88.0,560000,12299668.0,,,,a hard day s night capturing john lennon  paul mccartney  george harrison and ringo starr in their electrifying element   a hard day s night  is a wildly irreverent journey through this pastiche of a day in the life of the beatles during 1964  the band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance  in spite of paul s troublemaking grandfather and ringo s arrest  unknown
1049,Sommersby,Sommersby,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...",Unknown,1993-02-05,6.0,82.0,4.359884,109.0,0,140081992.0,,,,sommersby set in the south of the united states just after the civil war  laurel sommersby is just managing to work the farm without her husband jack  believed killed in the civil war  by all accounts  jack sommersby was not a pleasant man  thus when he returns  laurel has mixed emotions  it appears that jack has changed a great deal  leading some people to believe that this is not actually jack but an imposter  laurel herself is unsure  but willing to take the man into her home  and perhaps later into her heart    unknown
2290,Jakob the Liar,Jakob the Liar,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto.",Unknown,1999-09-16,6.1,91.0,9.217935,120.0,0,0.0,,,,jakob the liar in 1944 poland  a jewish shop keeper named jakob is summoned to ghetto headquarters after being caught out after curfew  while waiting for the german kommondant  jakob overhears a german radio broadcast about russian troop movements  returned to the ghetto  the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto  unknown
6415,Three Kings,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",Unknown,1999-09-27,6.6,709.0,12.287636,114.0,75000000,108000000.0,,,,three kings a group of american soldiers stationed in iraq at the end of the gulf war find a map they believe will take them to a huge cache of stolen kuwaiti gold hidden near their base  and they embark on a secret mission that s destined to change everything  unknown
